Unnamed: 0,DOI,Author,Title,Year,Journal,source,PubMedID,Group,Title_lower,Journal_lower,Count,Label_ID,Label,Malik_Label_Validation,Jodi_Label_Validation,Remark,Retraction_Phrase,Inference Possibility,Inference Number,Retraction_Flag,Retraction_Flag_Pos
378,10.1177/0218492317735206,,Retraction notice,2017,Asian Cardiovascular and Thoracic Annals,Crossref,,likely_retraction,retraction notice,asian cardiovascular and thoracic annals,2,RN40,retraction notice(rn),,,,retraction notice,RN40-Y,1,retraction notice,exact
379,10.1177/0218492317735208,,Retraction notice,2017,Asian Cardiovascular and Thoracic Annals,Crossref,,likely_retraction,retraction notice,asian cardiovascular and thoracic annals,2,RN40,retraction notice(rn),,,,retraction notice,RN40-Y,1,retraction notice,exact
380,10.4315/0362-028x.78.11.1930,,Retraction Statement,2015,Journal of Food Protection,Crossref,,likely_retraction,retraction statement,journal of food protection,2,RN268,retraction notice(rn),,,,retraction statement,RN268-Y,1,retraction statement,exact
381,10.4315/84.2.186,,Retraction Statement,2021,Journal of Food Protection,Crossref,,likely_retraction,retraction statement,journal of food protection,2,RN268,retraction notice(rn),,,,retraction statement,RN268-Y,1,retraction statement,exact
384,10.1002/ar.24812,,Retraction,2021,The Anatomical Record,Crossref,,likely_retraction,retraction,the anatomical record,20,RN425,retraction notice(rn),,,,retraction,RN425-Y,1,retraction,exact
385,10.1002/ar.24492,,RETRACTION,2020,The Anatomical Record,Crossref,,likely_retraction,retraction,the anatomical record,20,RN425,retraction notice(rn),,,,retraction,RN425-Y,1,retraction,exact
584,10.15616/bsl.2015.21.3.164,"[{'given': 'Eun-Jung', 'family': 'Kim', 'sequence': 'first', 'affiliation': []}]",[Retraction] Transcriptome Analysis to Characterize the Immune Response of NecroX-7 in Mouse CD4<sup>+</sup>T Cells,2015,Biomedical Science Letters,Crossref,,likely_retraction,[retraction] transcriptome analysis to characterize the immune response of necrox-7 in mouse cd4<sup>+</sup>t cells,biomedical science letters,1,RN55,retraction notice(rn),,,,[retraction],RN55-Y,1,[retraction],begin
591,10.1080/23312025.2018.1576016,,<b>Retraction: Using pgRNA-Cas9 system to knockout MKL1 inhibited cell migration and proliferation</b>,2018,Cogent Biology,Crossref,,likely_retraction,<b>retraction: using pgrna-cas9 system to knockout mkl1 inhibited cell migration and proliferation</b>,cogent biology,1,RN89,retraction notice(rn),,,,<b>retraction,RN89-Y,1,<b>retraction,begin
594,10.1080/08958378.2022.2128268,,<b>STATEMENT OF RETRACTION:</b> Recombinant human keratinocyte growth factor attenuates apoptosis in elastase induced emphysematous mice lungs,2022,Inhalation Toxicology,Crossref,,likely_retraction,<b>statement of retraction:</b> recombinant human keratinocyte growth factor attenuates apoptosis in elastase induced emphysematous mice lungs,inhalation toxicology,1,RN185,retraction notice(rn),,,,statement of retraction:,RN185-Y,1,<b>statement of retraction:</b>,begin
596,10.1002/humu.23991,,"<i>Retraction</i>
            : Exploring the potential role of disease‚Äêcausing mutation in a gene desert: Duplication of noncoding elements 5‚Ä≤ of
            <i>GRIA3</i>
            is associated with
            <i>GRIA3</i>
            silencing and X‚Äêlinked intellectual disability",2020,Human Mutation,Crossref,,likely_retraction,"<i>retraction</i>
            : exploring the potential role of disease‚Äêcausing mutation in a gene desert: duplication of noncoding elements 5‚Ä≤ of
            <i>gria3</i>
            is associated with
            <i>gria3</i>
            silencing and x‚Äêlinked intellectual disability",human mutation,1,RN178,retraction notice(rn),,,,<i>retraction</i>,RN178-Y,1,<i>retraction</i>,begin
603,10.1107/s0108270107063469,"[{'given': 'Rui-Qin', 'family': 'Fang', 'sequence': 'first', 'affiliation': []}, {'given': 'Zhu-Ping', 'family': 'Xiao', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ping', 'family': 'Cao', 'sequence': 'additional', 'affiliation': []}, {'given': 'Da-Hua', 'family': 'Shi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Hai-Liang', 'family': 'Zhu', 'sequence': 'additional', 'affiliation': []}]","A novel heterocyclic compound:<i>catena</i>-poly[[[diaquasodium(I)]-di-Œº-aqua] hemi(1,5-dihydroxy-4,8,9-trioxa-2,6-diazabicyclo[3.3.1]nona-2,6-diene-3,7-diolate)]. Retraction",2008,Acta Crystallographica Section C Crystal Structure Communications,Crossref,,likely_retraction,"a novel heterocyclic compound:<i>catena</i>-poly[[[diaquasodium(i)]-di-Œº-aqua] hemi(1,5-dihydroxy-4,8,9-trioxa-2,6-diazabicyclo[3.3.1]nona-2,6-diene-3,7-diolate)]. retraction",acta crystallographica section c crystal structure communications,1,RN4,retraction notice(rn),,,,retraction,RN4-Y,1,retraction,end
604,10.1107/s0108767304024730,"[{'given': 'Chuanbo', 'family': 'Chen', 'sequence': 'first', 'affiliation': []}, {'given': 'Qishen', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}]",A strict solution for the optimal superimposition of protein structures. Retraction,2004,Acta Crystallographica Section A Foundations of Crystallography,Crossref,,likely_retraction,a strict solution for the optimal superimposition of protein structures. retraction,acta crystallographica section a foundations of crystallography,1,RN3,retraction notice(rn),,,,retraction,RN3-Y,1,retraction,end
606,10.1017/tdo.2021.14,"[{'given': 'M. W. F.', 'family': 'STONE', 'sequence': 'first', 'affiliation': []}]",Adrian of Utrecht and the University of Louvain: Theology and the Discussion of Moral Problems in the Late Fifteenth Century‚ÄîRETRACTION,2022,Traditio,Crossref,,likely_retraction,adrian of utrecht and the university of louvain: theology and the discussion of moral problems in the late fifteenth century‚Äîretraction,traditio,1,RN448,retraction notice(rn),,,,retraction,RN448-Y,1,retraction,end
607,10.1017/s0960777323000036,"[{'given': 'Jennifer', 'family': 'Crane', 'sequence': 'first', 'affiliation': []}]","Agents of Change? Families, Welfare and Democracy in Mid-to-Late Twentieth Century Europe ‚Äì RETRACTION",2023,Contemporary European History,Crossref,,likely_retraction,"agents of change? families, welfare and democracy in mid-to-late twentieth century europe ‚Äì retraction",contemporary european history,1,RN104,retraction notice(rn),,,,retraction,RN104-Y,1,retraction,end
609,10.1017/s0004972721000022,"[{'ORCID': 'http://orcid.org/0000-0002-3057-9071', 'authenticated-orcid': False, 'given': 'ZHENGCHAO', 'family': 'JI', 'sequence': 'first', 'affiliation': []}]",ANCIENT SOLUTIONS OF CODIMENSION TWO SURFACES WITH CURVATURE PINCHING ‚Äì RETRACTION,2021,Bulletin of the Australian Mathematical Society,Crossref,,likely_retraction,ancient solutions of codimension two surfaces with curvature pinching ‚Äì retraction,bulletin of the australian mathematical society,1,RN65,retraction notice(rn),,,,retraction,RN65-Y,1,retraction,end
611,10.1128/jcm.27.5.1144-.1989,"[{'given': 'P', 'family': 'Valenstein', 'sequence': 'first', 'affiliation': []}]",Author's retraction,1989,Journal of Clinical Microbiology,Crossref,,likely_retraction,author's retraction,journal of clinical microbiology,1,RN245,retraction notice(rn),,,,author's retraction,RN245-Y,1,author's retraction,exact
614,10.1107/s2056989017006326,"[{'given': 'Xiao-Fan', 'family': 'Zhao', 'sequence': 'first', 'affiliation': []}]",Bis[6-(cyclopentyliminomethyl)-2-methoxyphenolato]nickel(II). Corrigendum,2017,Acta Crystallographica Section E Crystallographic Communications,Crossref,,likely_retraction,bis[6-(cyclopentyliminomethyl)-2-methoxyphenolato]nickel(ii). corrigendum,acta crystallographica section e crystallographic communications,1,RN5,recheck,recheck,it is a correction,M: it's correction,corrigendum,RN5-Y,1,corrigendum,end
616,10.1107/s1744309112039875,"[{'given': 'Sampath', 'family': 'Natarajan', 'sequence': 'first', 'affiliation': []}, {'given': 'Rita', 'family': 'Mathews', 'sequence': 'additional', 'affiliation': []}]","Cloning, expression, crystallization and preliminary X-ray crystallographic analysis of aspartyl aminopeptidase from the<i>apeB</i>gene of<i>Pseudomonas aeruginosa</i>. Retraction",2012,Acta Crystallographica Section F Structural Biology and Crystallization Communications,Crossref,,likely_retraction,"cloning, expression, crystallization and preliminary x-ray crystallographic analysis of aspartyl aminopeptidase from the<i>apeb</i>gene of<i>pseudomonas aeruginosa</i>. retraction",acta crystallographica section f structural biology and crystallization communications,1,RN7,retraction notice(rn),retraction notice(rn),,M: Rp DOI: 10.1107/S1744309111054388,retraction,RN7-Y,1,retraction,end
617,10.1017/prm.2021.87,"[{'ORCID': 'http://orcid.org/0000-0002-2513-7711', 'authenticated-orcid': False, 'given': 'Ram√≥n J.', 'family': 'Aliaga', 'sequence': 'first', 'affiliation': []}, {'given': 'Camille', 'family': 'No√ªs', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-6584-5405', 'authenticated-orcid': False, 'given': 'Colin', 'family': 'Petitjean', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-7762-9147', 'authenticated-orcid': False, 'given': 'Anton√≠n', 'family': 'Proch√°zka', 'sequence': 'additional', 'affiliation': []}]",Compact reduction in Lipschitz-free spaces - RETRACTION,2021,Proceedings of the Royal Society of Edinburgh: Section A Mathematics,Crossref,,likely_retraction,compact reduction in lipschitz-free spaces - retraction,proceedings of the royal society of edinburgh: section a mathematics,1,RN384,retraction notice(rn),,,,retraction,RN384-Y,1,retraction,end
619,10.1080/00396338.2020.1833553,,Correction,2020,Survival,Crossref,,likely_retraction,correction,survival,1,RN416,retraction notice(rn),,,,correction,RN416-Y,1,correction,exact
620,10.1080/13636820.2020.1870837,,Correction,2020,Journal of Vocational Education &amp; Training,Crossref,,likely_retraction,correction,journal of vocational education &amp; training,1,RN319,retraction notice(rn),,,,correction,RN319-Y,1,correction,exact
624,10.1017/s1460396919000086,"[{'given': 'Mohamed', 'family': 'Bencheikh', 'sequence': 'first', 'affiliation': []}, {'given': 'Abdelmajid', 'family': 'Maghnouj', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jaouad', 'family': 'Tajmouati', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ahmed', 'family': 'Dadouch', 'sequence': 'additional', 'affiliation': []}, {'given': 'Zakariae', 'family': 'Benjelloun', 'sequence': 'additional', 'affiliation': []}]",Determination of geometrical margins in external beam radiotherapy for prostate cancer: RETRACTION,2019,Journal of Radiotherapy in Practice,Crossref,,likely_retraction,determination of geometrical margins in external beam radiotherapy for prostate cancer: retraction,journal of radiotherapy in practice,1,RN298,retraction notice(rn),,,,retraction,RN298-Y,1,retraction,end
625,10.1017/s0950268822000954,"[{'given': 'F.', 'family': 'Sampedro', 'sequence': 'first', 'affiliation': []}, {'given': 'S. J.', 'family': 'Wells', 'sequence': 'additional', 'affiliation': []}, {'given': 'J. B.', 'family': 'Bender', 'sequence': 'additional', 'affiliation': []}, {'given': 'C. W.', 'family': 'Hedberg', 'sequence': 'additional', 'affiliation': []}]",Developing a risk management framework to improve public health outcomes by enumerating Salmonella in ground turkey ‚Äì RETRACTION,2022,Epidemiology and Infection,Crossref,,likely_retraction,developing a risk management framework to improve public health outcomes by enumerating salmonella in ground turkey ‚Äì retraction,epidemiology and infection,1,RN141,retraction notice(rn),,,,retraction,RN141-Y,1,retraction,end
632,10.1080/08897077.2015.1059109,,Editorial Removal,2015,Substance Abuse,Crossref,,likely_retraction,editorial removal,substance abuse,1,RN413,retraction notice(rn),,,,editorial removal,RN413-Y,1,editorial removal,exact
634,10.1080/10641963.2018.1475654,,EDITORIAL RETRACTION,2019,Clinical and Experimental Hypertension,Crossref,,likely_retraction,editorial retraction,clinical and experimental hypertension,1,RN82,retraction notice(rn),,,,editorial retraction,RN82-Y,1,editorial retraction,exact
636,10.1080/19381980.2018.1512251,,Editorial Retraction,2018,Dermato-Endocrinology,Crossref,,likely_retraction,editorial retraction,dermato-endocrinology,1,RN118,retraction notice(rn),,,,editorial retraction,RN118-Y,1,editorial retraction,exact
639,10.1080/2162402x.2016.1173506,,Editorial retraction,2016,OncoImmunology,Crossref,,likely_retraction,editorial retraction,oncoimmunology,1,RN352,retraction notice(rn),,,,editorial retraction,RN352-Y,1,editorial retraction,exact
642,10.1080/08820538.2016.1234280,,Editorial Retraction,2016,Seminars in Ophthalmology,Crossref,,likely_retraction,editorial retraction,seminars in ophthalmology,1,RN400,retraction notice(rn),,,,editorial retraction,RN400-Y,1,editorial retraction,exact
643,10.1080/08820139.2016.1190256,,EDITORIAL RETRACTION,2016,Immunological Investigations,Crossref,,likely_retraction,editorial retraction,immunological investigations,1,RN182,retraction notice(rn),,,,editorial retraction,RN182-Y,1,editorial retraction,exact
646,10.3109/19396368.2015.1058612,,Editorial Retraction,2015,Systems Biology in Reproductive Medicine,Crossref,,likely_retraction,editorial retraction,systems biology in reproductive medicine,1,RN419,retraction notice(rn),,,,editorial retraction,RN419-Y,1,editorial retraction,exact
647,10.3109/02713683.2015.1024548,,Editorial Retraction,2015,Current Eye Research,Crossref,,likely_retraction,editorial retraction,current eye research,1,RN113,retraction notice(rn),,,,editorial retraction,RN113-Y,1,editorial retraction,exact
648,10.3109/01676830.2015.1099927,,Editorial Retraction,2015,Orbit,Crossref,,likely_retraction,editorial retraction,orbit,1,RN357,retraction notice(rn),,,,editorial retraction,RN357-Y,1,editorial retraction,exact
649,10.1080/15226514.2015.1049094,,Editorial Retraction,2015,International Journal of Phytoremediation,Crossref,,likely_retraction,editorial retraction,international journal of phytoremediation,1,RN211,retraction notice(rn),,,,editorial retraction,RN211-Y,1,editorial retraction,exact
650,10.1080/19420862.2015.1038200,,Editorial retraction,2015,mAbs,Crossref,,likely_retraction,editorial retraction,mabs,1,RN323,retraction notice(rn),,,,editorial retraction,RN323-Y,1,editorial retraction,exact
652,10.1017/s0007114517003312,"[{'given': 'Yong-Wen', 'family': 'Zhu', 'sequence': 'first', 'affiliation': []}, {'given': 'Lin', 'family': 'Lu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Wen-Xiang', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}, {'given': 'Li-Yang', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Cheng', 'family': 'Ji', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xi', 'family': 'Lin', 'sequence': 'additional', 'affiliation': []}, {'given': 'Hsiao-Ching', 'family': 'Liu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jack', 'family': 'Odle', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xu-Gang', 'family': 'Luo', 'sequence': 'additional', 'affiliation': []}]",Effect of dietary manganese on antioxidant status and expressions of heat shock proteins and factors in tissues of laying broiler breeders under normal and high environmental temperatures ‚Äì RETRACTION,2017,British Journal of Nutrition,Crossref,,likely_retraction,effect of dietary manganese on antioxidant status and expressions of heat shock proteins and factors in tissues of laying broiler breeders under normal and high environmental temperatures ‚Äì retraction,british journal of nutrition,1,RN61,retraction notice(rn),,,,retraction,RN61-Y,1,retraction,end
653,10.1017/s1751731117003718,"[{'given': 'A.M.', 'family': 'Saleem', 'sequence': 'first', 'affiliation': []}, {'given': 'A.I.', 'family': 'Zanouny', 'sequence': 'additional', 'affiliation': []}, {'given': 'A.M.', 'family': 'Singar', 'sequence': 'additional', 'affiliation': []}]","Effect of glycerol supplementation during early lactation on milk yield, milk composition, nutrient digestibility and blood metabolites of dairy buffaloes ‚Äì RETRACTION",2018,Animal,Crossref,,likely_retraction,"effect of glycerol supplementation during early lactation on milk yield, milk composition, nutrient digestibility and blood metabolites of dairy buffaloes ‚Äì retraction",animal,1,RN23,retraction notice(rn),,,,retraction,RN23-Y,1,retraction,end
660,10.1017/s1478951521001309,"[{'given': 'Wing-Lok', 'family': 'Chan', 'sequence': 'first', 'affiliation': []}, {'given': 'Patty', 'family': 'Ho', 'sequence': 'additional', 'affiliation': []}, {'given': 'Kwok-Keung', 'family': 'Yuen', 'sequence': 'additional', 'affiliation': []}]",Impacts of social distancing on cancer care during the COVID-19 pandemic: Hong Kong experience ‚Äì RETRACTION,2021,Palliative and Supportive Care,Crossref,,likely_retraction,impacts of social distancing on cancer care during the covid-19 pandemic: hong kong experience ‚Äì retraction,palliative and supportive care,1,RN358,retraction notice(rn),,,,retraction,RN358-Y,1,retraction,end
665,10.3109/07388551.2015.1086521,,Notice of Redundant Publication,2015,Critical Reviews in Biotechnology,Crossref,,likely_retraction,notice of redundant publication,critical reviews in biotechnology,1,RN110,retraction notice(rn),,,,notice of redundant publication,RN110-Y,1,notice of redundant publication,exact
673,10.1161/01.res.0000441275.92652.60,,Notice of Retraction,2014,Circulation Research,Crossref,,likely_retraction,notice of retraction,circulation research,1,RN80,retraction notice(rn),,,,notice of retraction,RN80-Y,1,notice of retraction,exact
674,10.3109/02688697.2014.899078,,Notice of Retraction,2014,British Journal of Neurosurgery,Crossref,,likely_retraction,notice of retraction,british journal of neurosurgery,1,RN60,retraction notice(rn),retraction notice(rn),,Rn DOI/webpage is  available separately. 10.3109/02688697.2012.757295,notice of retraction,RN60-Y,1,notice of retraction,exact
677,10.1161/hyp.0b013e31829b66f4,,Notice of Retraction,2013,Hypertension,Crossref,,likely_retraction,notice of retraction,hypertension,1,RN180,retraction notice(rn),,,,notice of retraction,RN180-Y,1,notice of retraction,exact
680,10.1364/ome.7.003136,"[{'given': 'Jisun', 'family': 'Ki', 'sequence': 'first', 'affiliation': []}, {'given': 'Jinyoung', 'family': 'Kim', 'sequence': 'additional', 'affiliation': []}, {'given': 'Seeungmin', 'family': 'Han', 'sequence': 'additional', 'affiliation': []}, {'given': 'Eunji', 'family': 'Jang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Taeksu', 'family': 'Lee', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jung-Sub', 'family': 'Wi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Tae Geol', 'family': 'Lee', 'sequence': 'additional', 'affiliation': []}, {'given': 'Woonsung', 'family': 'Na', 'sequence': 'additional', 'affiliation': []}, {'given': 'Daesub', 'family': 'Song', 'sequence': 'additional', 'affiliation': []}, {'given': 'Seungjoo', 'family': 'Haam', 'sequence': 'additional', 'affiliation': []}]",Optimal DNA structure of reverse-hairpin beacons for label-free and positive surface enhanced Raman scattering assays: retraction,2017,Optical Materials Express,Crossref,,likely_retraction,optimal dna structure of reverse-hairpin beacons for label-free and positive surface enhanced raman scattering assays: retraction,optical materials express,1,RN354,retraction notice(rn),,,,retraction,RN354-Y,1,retraction,end
681,10.1177/0267323116650776,,Partial retraction notice,2016,European Journal of Communication,Crossref,,likely_retraction,partial retraction notice,european journal of communication,1,RN144,retraction notice(rn),,,,partial retraction notice,RN144-Y,1,partial retraction notice,exact
682,10.1017/orp.2016.3,"[{'given': 'Seth Ayim', 'family': 'Gyekye', 'sequence': 'first', 'affiliation': []}, {'given': 'Mohammad', 'family': 'Haybatollahi', 'sequence': 'additional', 'affiliation': []}]",Perceived Organisational Support: A Cross-National Comparative Study Between Ghanaian and Finnish Industrial Workers‚ÄìRETRACTION,2016,Australasian Journal of Organisational Psychology,Crossref,,likely_retraction,perceived organisational support: a cross-national comparative study between ghanaian and finnish industrial workers‚Äìretraction,australasian journal of organisational psychology,1,RN46,retraction notice(rn),,,,retraction,RN46-Y,1,retraction,end
683,10.1177/14687941221121628,,Publisher's Notice,2022,Qualitative Research,Crossref,,likely_retraction,publisher's notice,qualitative research,1,RN388,retraction notice(rn),,,,notice,RN388-Y,1,publisher's notice,exact
687,10.1080/1206212x.2019.1572585,,RETRACTED ARTICLE: Retraction,2019,International Journal of Computers and Applications,Crossref,,likely_retraction,retracted article: retraction,international journal of computers and applications,1,RN199,retraction notice(rn),,,,retracted article: retraction,RN199-Y,1,retracted article: retraction,exact
688,10.1080/09593330.2018.1428271,,RETRACTED ARTICLE: Retraction,2018,Environmental Technology,Crossref,,likely_retraction,retracted article: retraction,environmental technology,1,RN140,retraction notice(rn),,,,retracted article: retraction,RN140-Y,1,retracted article: retraction,exact
689,10.1080/21548455.2015.1133094,,RETRACTED ARTICLE: Retraction,2016,"International Journal of Science Education, Part B",Crossref,,likely_retraction,retracted article: retraction,"international journal of science education, part b",1,RN215,retraction notice(rn),,,,retracted article: retraction,RN215-Y,1,retracted article: retraction,exact
690,10.1080/09596410.2021.1945751,,RETRACTED ARTICLE: Statement of Retraction,2021,Islam and Christian‚ÄìMuslim Relations,Crossref,,likely_retraction,retracted article: statement of retraction,islam and christian‚Äìmuslim relations,1,RN226,retraction notice(rn),,,,retracted article: statement of retraction,RN226-Y,1,retracted article: statement of retraction,exact
691,10.1080/22243534.2021.1992977,,RETRACTED ARTICLE: Statement of Retraction,2021,Research in Hospitality Management,Crossref,,likely_retraction,retracted article: statement of retraction,research in hospitality management,1,RN393,retraction notice(rn),,,,retracted article: statement of retraction,RN393-Y,1,retracted article: statement of retraction,exact
692,10.1080/10293523.2018.1525209,,RETRACTED ARTICLE: Statement of Retraction,2018,Investment Analysts Journal,Crossref,,likely_retraction,retracted article: statement of retraction,investment analysts journal,1,RN224,retraction notice(rn),,,,retracted article: statement of retraction,RN224-Y,1,retracted article: statement of retraction,exact
693,10.1080/19761597.2016.1160645,,RETRACTED ARTICLE: Statement of retraction,2016,Asian Journal of Technology Innovation,Crossref,,likely_retraction,retracted article: statement of retraction,asian journal of technology innovation,1,RN41,retraction notice(rn),,,,retracted article: statement of retraction,RN41-Y,1,retracted article: statement of retraction,exact
694,10.1080/02757540.2016.1189128,,RETRACTED ARTICLE: Statement of Retraction,2016,Chemistry and Ecology,Crossref,,likely_retraction,retracted article: statement of retraction,chemistry and ecology,1,RN77,retraction notice(rn),,,,retracted article: statement of retraction,RN77-Y,1,retracted article: statement of retraction,exact
695,10.1080/10246029.2016.1165971,,RETRACTED ARTICLE: Statement of Retraction,2016,African Security Review,Crossref,,likely_retraction,retracted article: statement of retraction,african security review,1,RN15,retraction notice(rn),,,,retracted article: statement of retraction,RN15-Y,1,retracted article: statement of retraction,exact
696,10.1080/00949655.2014.945269,,RETRACTED ARTICLE: Statement of Retraction,2014,Journal of Statistical Computation and Simulation,Crossref,,likely_retraction,retracted article: statement of retraction,journal of statistical computation and simulation,1,RN303,retraction notice(rn),,,,retracted article: statement of retraction,RN303-Y,1,retracted article: statement of retraction,exact
697,10.1080/00141844.2014.978145,,RETRACTED ARTICLE: Statement of Retraction,2014,Ethnos,Crossref,,likely_retraction,retracted article: statement of retraction,ethnos,1,RN143,retraction notice(rn),,,,retracted article: statement of retraction,RN143-Y,1,retracted article: statement of retraction,exact
709,10.1111/hae.14756,,Retraction,2023,Haemophilia,Crossref,,likely_retraction,retraction,haemophilia,1,RN171,retraction notice(rn),,,,retraction,RN171-Y,1,retraction,exact
711,10.1126/science.adh7739,"[{'given': 'N.', 'family': 'Kinoshita', 'sequence': 'first', 'affiliation': [{'name': 'Shimizu Corporation Institute of Technology, Tokyo, Japan.'}]}, {'given': 'M.', 'family': 'Paul', 'sequence': 'additional', 'affiliation': [{'name': 'Hebrew University of Jerusalem, Jerusalem, Israel.'}]}, {'given': 'Y.', 'family': 'Kashiv', 'sequence': 'additional', 'affiliation': [{'name': 'University of Notre Dame, Notre Dame, IN, USA.'}]}, {'given': 'P.', 'family': 'Collon', 'sequence': 'additional', 'affiliation': [{'name': 'University of Notre Dame, Notre Dame, IN, USA.'}]}, {'given': 'C. M.', 'family': 'Deibel', 'sequence': 'additional', 'affiliation': [{'name': 'Louisiana State University, Baton Rouge, LA, USA.'}]}, {'given': 'B.', 'family': 'DiGiovine', 'sequence': 'additional', 'affiliation': [{'name': 'Los Alamos National Laboratory, Los Alamos, NM, USA.'}]}, {'given': 'J. P.', 'family': 'Greene', 'sequence': 'additional', 'affiliation': [{'name': 'Argonne National Laboratory, Argonne, IL, USA.'}]}, {'given': 'C. L.', 'family': 'Jiang', 'sequence': 'additional', 'affiliation': [{'name': 'Argonne National Laboratory, Argonne, IL, USA.'}]}, {'given': 'S. T.', 'family': 'Marley', 'sequence': 'additional', 'affiliation': [{'name': 'Louisiana State University, Baton Rouge, LA, USA.'}]}, {'given': 'R. C.', 'family': 'Pardo', 'sequence': 'additional', 'affiliation': [{'name': 'Argonne National Laboratory, Argonne, IL, USA.'}]}, {'given': 'K. E.', 'family': 'Rehm', 'sequence': 'additional', 'affiliation': [{'name': 'Argonne National Laboratory, Argonne, IL, USA.'}]}, {'given': 'D.', 'family': 'Robertson', 'sequence': 'additional', 'affiliation': [{'name': 'University of Notre Dame, Notre Dame, IN, USA.'}]}, {'given': 'R.', 'family': 'Scott', 'sequence': 'additional', 'affiliation': [{'name': 'Argonne National Laboratory, Argonne, IL, USA.'}]}, {'given': 'C.', 'family': 'Schmitt', 'sequence': 'additional', 'affiliation': [{'name': 'University of Notre Dame, Notre Dame, IN, USA.'}]}, {'given': 'X. D.', 'family': 'Tang', 'sequence': 'additional', 'affiliation': [{'name': 'Institute of Modern Physics, Lanzhou, China.'}]}, {'given': 'R.', 'family': 'Vondrasek', 'sequence': 'additional', 'affiliation': [{'name': 'Argonne National Laboratory, Argonne, IL, USA.'}]}, {'given': 'A.', 'family': 'Yokoyama', 'sequence': 'additional', 'affiliation': [{'name': 'Kanazawa University, Kakumamachi, Kanazawa, Ishikawa, Japan.'}]}]",Retraction,2023,Science,Crossref,,likely_retraction,retraction,science,1,RN398,retraction notice(rn),,,,retraction,RN398-Y,1,retraction,exact
712,10.1111/ped.15513,,Retraction,2023,Pediatrics International,Crossref,,likely_retraction,retraction,pediatrics international,1,RN362,retraction notice(rn),,,,retraction,RN362-Y,1,retraction,exact
714,10.1080/15397734.2023.2187197,,Retraction,2023,Mechanics Based Design of Structures and Machines,Crossref,,likely_retraction,retraction,mechanics based design of structures and machines,1,RN332,retraction notice(rn),,,,retraction,RN332-Y,1,retraction,exact
715,10.1080/0952813x.2023.2184990,,Retraction,2023,Journal of Experimental &amp; Theoretical Artificial Intelligence,Crossref,,likely_retraction,retraction,journal of experimental &amp; theoretical artificial intelligence,1,RN266,retraction notice(rn),,,,retraction,RN266-Y,1,retraction,exact
724,10.1111/cid.13174,,Retraction,2023,Clinical Implant Dentistry and Related Research,Crossref,,likely_retraction,retraction,clinical implant dentistry and related research,1,RN87,retraction notice(rn),,,,retraction,RN87-Y,1,retraction,exact
727,10.1080/14623943.2022.2106080,,Retraction,2022,Reflective Practice,Crossref,,likely_retraction,retraction,reflective practice,1,RN390,retraction notice(rn),,,,retraction,RN390-Y,1,retraction,exact
730,10.1200/po.22.00124,,Retraction,2022,JCO Precision Oncology,Crossref,,likely_retraction,retraction,jco precision oncology,1,RN229,retraction notice(rn),,,,retraction,RN229-Y,1,retraction,exact
732,10.1002/we.2733,,Retraction,2022,Wind Energy,Crossref,,likely_retraction,retraction,wind energy,1,RN460,retraction notice(rn),,,,retraction,RN460-Y,1,retraction,exact
733,10.1002/bse.3079,,Retraction,2022,Business Strategy and the Environment,Crossref,,likely_retraction,retraction,business strategy and the environment,1,RN66,retraction notice(rn),,,,retraction,RN66-Y,1,retraction,exact
743,10.1002/bmc.5522,,Retraction,2022,Biomedical Chromatography,Crossref,,likely_retraction,retraction,biomedical chromatography,1,RN53,retraction notice(rn),,,,retraction,RN53-Y,1,retraction,exact
747,10.1002/kjm2.12560,,Retraction,2022,The Kaohsiung Journal of Medical Sciences,Crossref,,likely_retraction,retraction,the kaohsiung journal of medical sciences,1,RN440,retraction notice(rn),,,,retraction,RN440-Y,1,retraction,exact
